bfs_no,month,weekday,packages,mean_age,total_pop,share_0to14,share_15to19,share_20to39,share_40to64,share_65to79,share_above80,share_foreigners,share_catholics,share_other_relig,share_protestants,unemployment_rate,taxpower,share_tertiary,firms,E,N,distance_to_nearest_city
3254,January,DI,3347,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,January,DO,3158,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,January,FR,2765,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,January,MI,3377,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,January,MO,1838,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,January,SA,726,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,February,DI,3353,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,February,DO,3304,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,February,FR,3112,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,February,MI,3390,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,February,MO,2250,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,February,SA,628,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,March,DI,4132,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,March,DO,3115,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,March,FR,2781,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,March,MI,4257,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,March,MO,2664,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,March,SA,473,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,April,DI,3079,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,April,DO,3960,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,April,FR,2931,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,April,MI,3365,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,April,MO,1577,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,April,SA,653,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,May,DI,2984,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,May,DO,2444,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,May,FR,2938,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,May,MI,3322,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,May,MO,2026,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,May,SA,776,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,June,DI,4163,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,June,DO,3065,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,June,FR,2747,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,June,MI,4057,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,June,MO,1917,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,June,SA,674,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,July,DI,2824,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,July,DO,3193,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,July,FR,2978,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,July,MI,2759,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,July,MO,1626,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,July,SA,713,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,August,DI,3339,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,August,DO,2371,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,August,FR,2288,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,August,MI,2579,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,August,MO,2070,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,August,SA,504,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,September,DI,2947,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,September,DO,3297,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,September,FR,2624,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,September,MI,3660,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,September,MO,1728,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,September,SA,498,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,October,DI,3001,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,October,DO,2885,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,October,FR,3336,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,October,MI,2985,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,October,MO,1914,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,October,SA,1067,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,November,DI,4829,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,November,DO,3598,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,November,FR,3327,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,November,MI,3523,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,November,MO,2044,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,November,SA,1278,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,December,DI,4229,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,December,DO,4676,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,December,FR,4418,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,December,MI,5355,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,December,MO,585,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3254,December,SA,2443,41.1,9057.0,16.4,5.3,26.2,35.7,12.3,4.1,18.2,63.2,26.3,10.4,1.4,90.,,,9.606844040400167,47.36544143619309,11.583035690359987
3255,January,DI,1609,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,January,DO,1569,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,January,FR,1344,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,January,MI,1647,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,January,MO,890,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,January,SA,425,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,February,DI,1720,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,February,DO,1650,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,February,FR,1546,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,February,MI,1708,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,February,MO,1191,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,February,SA,362,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,March,DI,2080,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,March,DO,1606,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,March,FR,1373,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,March,MI,2022,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,March,MO,1190,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,March,SA,249,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,April,DI,1438,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,April,DO,1929,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,April,FR,1461,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,April,MI,1615,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,April,MO,779,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,April,SA,304,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,May,DI,1404,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,May,DO,1135,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,May,FR,1469,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,May,MI,1514,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,May,MO,1034,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,May,SA,421,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,June,DI,1948,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,June,DO,1433,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,June,FR,1372,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,June,MI,1891,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,June,MO,846,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,June,SA,344,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,July,DI,1370,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,July,DO,1624,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,July,FR,1484,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,July,MI,1291,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,July,MO,792,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,July,SA,408,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,August,DI,1532,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,August,DO,1135,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,August,FR,1058,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,August,MI,1297,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,August,MO,1010,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,August,SA,243,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,September,DI,1355,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,September,DO,1567,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,September,FR,1165,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,September,MI,1676,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,September,MO,796,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,September,SA,262,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,October,DI,1442,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,October,DO,1340,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,October,FR,1617,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,October,MI,1478,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,October,MO,789,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,October,SA,452,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,November,DI,2183,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,November,DO,1625,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,November,FR,1592,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,November,MI,1611,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,November,MO,868,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,November,SA,630,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,December,DI,1921,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,December,DO,2196,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,December,FR,2063,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,December,MI,2503,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,December,MO,353,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3255,December,SA,1099,42.7,4822.0,13.7,5.0,27.7,35.6,13.1,4.8,32.9,34.8,45.4,19.8,2.9,101.5,,,9.584152908151736,47.399498212611576,12.13416960226887
3271,January,DI,5047,40.8,13286.0,16.4,4.4,30.0,32.3,12.2,4.6,42.0,26.7,50.3,22.9,2.3,95.8,,,9.467979432334522,47.1650719759018,13.218886205305525
3271,January,DO,4651,40.8,13286.0,16.4,4.4,30.0,32.3,12.2,4.6,42.0,26.7,50.3,22.9,2.3,95.8,,,9.467979432334522,47.1650719759018,13.218886205305525
3271,January,FR,4193,40.8,13286.0,16.4,4.4,30.0,32.3,12.2,4.6,42.0,26.7,50.3,22.9,2.3,95.8,,,9.467979432334522,47.1650719759018,13.218886205305525
3271,January,MI,5160,40.8,13286.0,16.4,4.4,30.0,32.3,12.2,4.6,42.0,26.7,50.3,22.9,2.3,95.8,,,9.467979432334522,47.1650719759018,13.218886205305525
